空调开些	home_command	TurnOn	<friendlyname>空调</friendlyname>开些
空调温度调到27	home_command	SetTemperature	<friendlyname>空调温度</friendlyname>调到<pro>27</pro>
嗯打开空调	home_command	TurnOn	嗯打开<friendlyname>空调</friendlyname>
帮我把灯关了	home_command	TurnOff	帮我把<friendlyname>灯</friendlyname>关了
打开一号灯	home_command	TurnOn	打开<friendlyname>一号灯</friendlyname>
空调是怎么做的	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>空调</BAIKE_ITERM>是怎么做的
关掉风扇	home_command	TurnOff	关掉<friendlyname>风扇</friendlyname>
你要看电视吗	chat		
闪烁绿灯	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>闪烁</MUSIC_NAME><MUSIC_NAME>绿灯</MUSIC_NAME>
把卧室空调设置为23度	home_command	SetBrightness	把卧室<friendlyname>空调</friendlyname>设置为<pro>23</pro>度
关闭美的电风扇	home_command	TurnOff	关闭<friendlyname>美的电风扇</friendlyname>
仰望和把热水器设置45度	home_command	SetTemperature	
把电视声音关小	home_command	AdjustDownVolume	把<friendlyname>电视</friendlyname>声音关小
打开定时器	home_command	TurnOn	打开<friendlyname>定时器</friendlyname>
打开客厅	home_command	TurnOn	打开<friendlyname>客厅</friendlyname>
我洗好了	chat		
电视剧延禧攻略的插曲	music	MUSIC_GENERAL_PLAY	电视剧<MOVIE_TV_NAME>延禧攻略</MOVIE_TV_NAME>的<MOVIE_TV_MUSIC_TYPE>插曲</MOVIE_TV_MUSIC_TYPE>
关闭客厅吊扇	home_command	TurnOff	关闭<friendlyname>客厅吊扇</friendlyname>
把空调温度再交调高两度	home_command	AdjustUpTemperature	把<friendlyname>空调</friendlyname>温度再调高<pro>两度</pro>
关窗帘	home_command	TurnOff	关<friendlyname>窗帘</friendlyname>
打开电脑	home_command	TurnOn	打开<friendlyname>电脑</friendlyname>
空调吧	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>空调</MUSIC_NAME><MUSIC_NAME>吧</MUSIC_NAME>
机顶盒切换到18	home_command	SetTVChannel	<friendlyname>机顶盒</friendlyname>切换到<pro>18</pro>
二个开关	chat		
关灯有的腰	home_command	TurnOff	关<friendlyname>灯</friendlyname>有的腰
帮我打开空调	home_command	TurnOn	帮我打开<friendlyname>空调</friendlyname>
晚上窗帘	home_command	TurnOff	晚上<friendlyname>窗帘</friendlyname>
她一个窗帘	chat		
把电视关掉	home_command	TurnOff	把<friendlyname>电视</friendlyname>关掉
请帮我打开电视	home_command	TurnOn	请帮我打开<friendlyname>电视</friendlyname>
关闭卧室灯	home_command	TurnOff	关闭卧室<friendlyname>灯</friendlyname>
抢比特管家调低空调温度	home_command	AdjustDownTemperature	抢比特管家调低<friendlyname>空调</friendlyname>温度
关闭主卧电视机	home_command	TurnOff	关闭<friendlyname>主卧电视机</friendlyname>
电风扇我来看	home_command	TurnOn	<friendlyname>电风扇</friendlyname>我来开
把空调温度调到16度	home_command	SetTemperature	把<friendlyname>空调</friendlyname>温度调到<pro>16度</pro>
请查一下电视剧古剑奇谭	video	VIDEO_PLAY	请查一下电视剧<VIDEO_NAME>古剑奇谭</VIDEO_NAME>
把空调调到23度	home_command	SetTemperature	把<friendlyname>空调</friendlyname>调到<pro>23</pro>度
我想看电视	home_command	TurnOn	我想看<friendlyname>电视</friendlyname>
我要看湖南卫视	video	VIDEO_PLAY	我要看<VIDEO_NAME>湖南卫视</VIDEO_NAME>
把空调关上	home_command	TurnOff	把<friendlyname>空调</friendlyname>关上
唱打开灯	home_command	TurnOn	唱打开<friendlyname>灯</friendlyname>
帮我把电视机打开	home_command	TurnOn	帮我把<friendlyname>电视机</friendlyname>打开
你要不要开点空调嗯开着空调	home_command	TurnOn	
小薇小薇把打开鸿雁	home_command	TurnOn	
让金龙智能关闭窗帘	home_command	TurnOff	让金龙智能关闭<friendlyname>窗帘</friendlyname>
做薯条怎么做	cook_book		
打开四楼空调	home_command	TurnOn	打开<friendlyname>四楼空调</friendlyname>
关掉电视	home_command	TurnOff	关掉<friendlyname>电视</friendlyname>
关闭所有空调	home_command	TurnOff	关闭所有<friendlyname>空调</friendlyname>
打开空调	home_command	TurnOn	打开<friendlyname>空调</friendlyname>
打开智能家居	home_command	TurnOn	打开<friendlyname>智能家居</friendlyname>
空调开到15度	home_command	SetTemperature	<friendlyname>空调</friendlyname>开到<pro>15度</pro>
我没有亲空气净化器怎么办	chat		
关闭座圈加热	home_command	TurnOff	关闭<friendlyname>座圈</friendlyname><pro>加热</pro>
客厅空调关掉	home_command	TurnOff	<friendlyname>客厅空调</friendlyname>关掉
南瓜灯	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>南瓜车</MUSIC_NAME>
打开电视打开电视	home_command	TurnOn	打开<friendlyname>电视</friendlyname>打开<friendlyname>电视</friendlyname>
空调关了吧	home_command	TurnOff	<friendlyname>空调</friendlyname>关了吧
就是	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>就是</MUSIC_NAME>
把电风扇关掉	home_command	TurnOff	把<friendlyname>电风扇</friendlyname>关掉
电视剧甘十九妹	video	VIDEO_PLAY	电视剧<VIDEO_NAME>甘十九妹</VIDEO_NAME>
观台灯	home_command	TurnOff	观<friendlyname>台灯</friendlyname>
关掉空调的背景灯	home_command	TurnOff	关掉<friendlyname>空调的背景灯</friendlyname>
打开厕所灯	home_command	TurnOn	打开<friendlyname>厕所灯</friendlyname>
请关闭加湿器	home_command	TurnOff	请关闭<friendlyname>加湿器</friendlyname>
机顶盒音量加	home_command	AdjustUpVolume	<friendlyname>机顶盒</friendlyname>音量加
把电视机打开	home_command	TurnOn	把<friendlyname>电视机</friendlyname>打开
请把电视关上	home_command	TurnOff	请把<friendlyname>电视</friendlyname>关上
打开阳台电脑	home_command	TurnOn	打开<friendlyname>阳台电脑</friendlyname>
关闭插头	home_command	TurnOff	关闭<friendlyname>插头</friendlyname>
我要你关灯	home_command	TurnOff	我要你关<friendlyname>灯</friendlyname>
请关闭空调	home_command	TurnOff	请关闭<friendlyname>空调</friendlyname>
电视关闭	home_command	TurnOff	<friendlyname>电视</friendlyname>关闭
把这首歌放到电视上唱	home_command	QueryMode	把这首歌放到<friendlyname>电视</friendlyname>上唱
把空调温度调到26度	home_command	AdjustUpTemperature	
把灯点亮	home_command	TurnOn	把<friendlyname>灯</friendlyname>点亮
你能连接电视当音响吗	home_command	Link_bluetooth	你能连接<friendlyname>电视</friendlyname>当音响吗
我风扇打开	home_command	TurnOn	我<friendlyname>风扇</friendlyname>打开
关闭监控	home_command	TurnOff	关闭<friendlyname>监控</friendlyname>
打开浴霸关机	chat		
把空调调至27度	home_command	SetTemperature	把<friendlyname>空调</friendlyname>调至<pro>27度</pro>
我想收听电视剧	fm	FM_AUDIOBOOK_PLAY	我想收听<AUDIOBOOK_TYPE>电视剧</AUDIOBOOK_TYPE>
关闭顶灯	home_command	TurnOff	关闭<friendlyname>顶灯</friendlyname>
空调	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>空调</MUSIC_NAME>
关上电视	home_command	TurnOff	关上<friendlyname>电视</friendlyname>
关闭餐厅灯	home_command	TurnOff	关闭<friendlyname>餐厅灯</friendlyname>
打开湖北卖菜智能插座	home_command	TurnOn	打开湖北卖菜<friendlyname>智能插座</friendlyname>
把卧室的灯打开	home_command	TurnOn	把<friendlyname>卧室</friendlyname>的灯打开
你能开灯吗	chat		
打开主卧室空调	home_command	TurnOn	
客厅空调26度	home_command	SetTemperature	<friendlyname>客厅空调</friendlyname><pro>26度</pro>
打开灯书房空调	home_command	TurnOn	打开<friendlyname>灯</friendlyname><friendlyname>书房空调</friendlyname>
我要听电视剧演过的所有插曲	music	MUSIC_GENERAL_PLAY	我要听<MUSIC_TAG>电视剧</MUSIC_TAG>演过的所有<MOVIE_TV_MUSIC_TYPE>插曲</MOVIE_TV_MUSIC_TYPE>
请把空调关掉	home_command	TurnOff	请把<friendlyname>空调</friendlyname>关掉
这是电视的动漫吗	chat		
电视剧意难忘第五集	video	VIDEO_PLAY	<VIDEO_TYPE>电视剧</VIDEO_TYPE><VIDEO_NAME>意难忘</VIDEO_NAME>第五集
我空调打开	home_command	TurnOn	我<friendlyname>空调</friendlyname>打开
关闭公牛插座	home_command	TurnOff	关闭<friendlyname>公牛插座</friendlyname>
关灯风扇	home_command	TurnOff	关<friendlyname>灯</friendlyname><friendlyname>风扇</friendlyname>
机顶盒调到16频道	home_command	SetTVChannel	<friendlyname>机顶盒</friendlyname>调到16频道
彩灯上树	chat		
打开音响电源	home_command		打开<friendlyname>音响电源</friendlyname>
关闭小白	home_command	TurnOff	关闭<friendlyname>小白</friendlyname>
开风扇	home_command	TurnOn	开<friendlyname>风扇</friendlyname>
使用空调金水仙风扇结束	home_command	TurnOff	使用<friendlyname>空调金水仙风扇</friendlyname>结束
风扇关掉	home_command	TurnOff	<friendlyname>风扇</friendlyname>关掉
关闭电蚊香	home_command	TurnOff	关闭<friendlyname>电蚊香</friendlyname>
关机	home_command	TurnOff	<friendlyname>关机</friendlyname>
请放中央一台	video	VIDEO_PLAY	请放<VIDEO_NAME>中央一台</VIDEO_NAME>
空调的牌子是什么	chat		
好空调的风速	home_command	SetWindSpeed	好<friendlyname>空调</friendlyname>的风速
打开九阳电水瓶	home_command	TurnOn	打开<friendlyname>九阳电水瓶</friendlyname>
将空调调到28度	home_command	SetTemperature	将空调调到<pro>28度</pro>
把空调给我开到27	home_command	SetTemperature	把<friendlyname>空调</friendlyname>给我开到<pro>27</pro>
你在看不看电视	chat		
唱首催眠曲把电视关了	home_command	TurnOff	唱首催眠曲把<friendlyname>电视</friendlyname>关了
给我拉上窗帘	home_command	TurnOff	给我拉上<friendlyname>窗帘</friendlyname>
把灯关了	home_command	TurnOff	把<friendlyname>灯</friendlyname>关了
关闭电风扇	home_command	TurnOff	
播放一下电视剧	video	VIDEO_PLAY	播放一下<VIDEO_TYPE>电视剧</VIDEO_TYPE>
关闭插座	home_command	TurnOff	关闭<friendlyname>插座</friendlyname>
请给我看到31台	home_command	AdjustDownTVChannel	请给我看到<pro>31台</pro>
把电视声音调到20	home_command	SetVolume	把<friendlyname>电视</friendlyname>声音调到<pro>20</pro>
把空调温度调到29度	home_command	AdjustDownTemperature	把<friendlyname>空调</friendlyname>温度调到<pro>29度</pro>
空调26度	home_command	SetTemperature	<friendlyname>空调</friendlyname><pro>26度</pro>
插座	chat		
把客厅空调开到26度	home_command	SetTemperature	
将狗洁空调设为16度	home_command	SetTemperature	将<friendlyname>狗洁空调</friendlyname>设为<pro>16度</pro>
打开第三个开关	home_command	TurnOn	打开<friendlyname>第三个开关</friendlyname>
放窗帘	music	MUSIC_GENERAL_PLAY	放<ALBUM_NAME>窗帘</ALBUM_NAME>
帮我看哈电视啊	home_command	TurnOn	帮我看哈<friendlyname>电视</friendlyname>啊
请把电视关了	home_command	TurnOff	请把<friendlyname>电视</friendlyname>关了
你把热水器关掉	home_command	TurnOff	你把<friendlyname>热水器</friendlyname>关掉
把客厅电视机关了	home_command	TurnOff	把客厅<friendlyname>电视机</friendlyname>关了
关闭飞机	home_command	TurnOff	关闭<friendlyname>飞机</friendlyname>
打开美的智能电热水器	home_command	TurnOn	打开<friendlyname>美的智能电热水器</friendlyname>
关机看完电视拿手机哦	home_command	TurnOff	关机看完<friendlyname>电视</friendlyname>拿手机哦
空调加香油条父母强	chat		
把空调调成24度	home_command	SetTemperature	把<friendlyname>空调</friendlyname>调成<pro>24度</pro>
把电视声音关小声一点	home_command	AdjustDownVolume	把<friendlyname>电视</friendlyname>声音关小声一点
在关灯	chat		
空调在22	home_command	SetTemperature	<friendlyname>空调</friendlyname>在<pro>22</pro>
帮我关闭电视	home_command	TurnOff	帮我关闭<friendlyname>电视</friendlyname>
把四川卫视	fm	FM_AUDIOBOOK_PLAY	看<AUDIOBOOK_PROGRAM>四川卫视</AUDIOBOOK_PROGRAM>
帮我把电视机关了	home_command	TurnOff	帮我把<friendlyname>电视机</friendlyname>关了
早点弄电风扇	chat		
夜灯	chat		
请关掉机顶盒	home_command	TurnOff	请关掉<friendlyname>机顶盒</friendlyname>
怎样连接讯飞电视助手	baike	BAIKE_QA_SEARCH	怎样连接<BAIKE_ITERM>讯飞电视助手</BAIKE_ITERM>
打开宿舍小夜灯	home_command	TurnOn	打开<friendlyname>宿舍小夜灯</friendlyname>
把空调调到19度	home_command	SetTemperature	把<friendlyname>空调</friendlyname>调到<pro>19度</pro>
只有音乐	chat		
那将客厅机顶盒播放	home_command	TurnOn	那将<friendlyname>客厅机顶盒</friendlyname>播放
打开儿童房空调	home_command	TurnOn	打开<friendlyname>儿童房空调</friendlyname>
打开充电插排	home_command	TurnOn	打开<friendlyname>充电插排</friendlyname>
关电视机	home_command	TurnOff	关<friendlyname>电视机</friendlyname>
空调的事儿	chat		
关闭小音响	home_command	TurnOff	关闭<friendlyname>小音响</friendlyname>
关闭儿童房空调	home_command	TurnOff	关闭<friendlyname>儿童房空调</friendlyname>
请别的玩家关闭窗帘	home_command	TurnOff	请别的玩家关闭<friendlyname>窗帘</friendlyname>
打开卡座一	home_command	TurnOn	打开<friendlyname>卡座一</friendlyname>
打开小卧室空调	home_command	TurnOn	打开<friendlyname>小卧室空调</friendlyname>
讲宝莲灯	fm	FM_AUDIOBOOK_PLAY	讲<AUDIOBOOK_ALBUM>宝莲灯</AUDIOBOOK_ALBUM>
打开灯开	home_command	TurnOn	打开<friendlyname>灯</friendlyname>开
我开灯	home_command	TurnOn	我开<friendlyname>灯</friendlyname>
打开客厅灯	home_command	TurnOn	打开<friendlyname>客厅灯</friendlyname>
关闭鸿雁	music	MUSIC_GENERAL_PLAY	关闭<MUSIC_NAME>鸿雁</MUSIC_NAME>
最近有什么新电视剧	chat		
能帮我开个空调吗	home_command	TurnOn	能帮我开个<friendlyname>空调</friendlyname>吗
开空调一	home_command	TurnOn	开<friendlyname>空调</friendlyname>一
把房间空调调整为26度	home_command	SetTemperature	把房间<friendlyname>空调</friendlyname>调整为<pro>26度</pro>
开始灯光	home_command	TurnOn	开始<friendlyname>灯光</friendlyname>
关闭电视机	home_command	TurnOff	关闭<friendlyname>电视机</friendlyname>
把空调的温度调到22度	home_command	SetTemperature	把<friendlyname>空调</friendlyname>的温度调到<pro>22</pro>度
镜子白一点	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>镜子</MUSIC_NAME><MUSIC_NAME>爱一点</MUSIC_NAME>
打开厨房灯	home_command	TurnOn	打开<friendlyname>厨房灯</friendlyname>
关闭电视机顶盒	home_command	TurnOff	关闭<friendlyname>电视机顶盒</friendlyname>
不要看电视啦	home_command	TurnOff	
关电风扇	home_command	TurnOff	关<friendlyname>电风扇</friendlyname>
给空调开开到20度	home_command	SetTemperature	给<friendlyname>空调</friendlyname>开开到<pro>20</pro>度
打开灯带	home_command	TurnOn	打开<friendlyname>灯带</friendlyname>
想听掉了能不能开空调热死了	home_command	TurnOn	想听掉了能不能开<friendlyname>空调</friendlyname>热死了
关闭音响电源	home_command	TurnOff	关闭<friendlyname>音响电源</friendlyname>
电视停止播放	general_command	PauseIntent	
暂停开电视	home_command	TurnOn	暂停开<friendlyname>电视</friendlyname>
过来关灯	home_command	TurnOff	过来关<friendlyname>灯</friendlyname>
关闭二楼冷气	home_command	TurnOff	关闭<friendlyname>二楼冷气</friendlyname>
怎样控制电视	baike	BAIKE_QA_SEARCH	怎样控制<BAIKE_ITERM>电视</BAIKE_ITERM>
暂停空调	home_command	Pause	暂停<friendlyname>空调</friendlyname>
把空调风速降低三岛	home_command	AdjustDownTemperature	把<friendlyname>空调</friendlyname>风速降低<pro>三</pro>岛
打开电扇	home_command	TurnOn	打开<friendlyname>电扇</friendlyname>
帮我打开空调插座	home_command	TurnOn	帮我打开<friendlyname>空调插座</friendlyname>
搜索电视剧啊	video	VIDEO_PLAY	搜索<VIDEO_TYPE>电视剧</VIDEO_TYPE>啊
那个关闭客厅电视	home_command	TurnOff	那个关闭<friendlyname>客厅电视</friendlyname>
打开路灯	home_command	TurnOn	打开<friendlyname>路灯</friendlyname>
叫你把电视打开	home_command	TurnOn	叫你把<friendlyname>电视</friendlyname>打开
小净化器设成睡眠模式	home_command	SetMode	小<friendlyname>净化器</friendlyname>设成<pro>睡眠模式</pro>
大头他打开空调然后	home_command	TurnOn	大头他打开<friendlyname>空调</friendlyname>然后
请把电视机打开	home_command	TurnOn	请把<friendlyname>电视机</friendlyname>打开
打开迷恋的电风扇	home_command	TurnOn	打开迷恋的<friendlyname>电风扇</friendlyname>
请关灯	home_command	TurnOff	请关<friendlyname>灯</friendlyname>
长虹空调关掉长虹	home_command	TurnOff	<friendlyname>长虹空调</friendlyname>关掉长虹
关闭大电视	home_command	TurnOff	关闭<friendlyname>大电视</friendlyname>
打开风扇	home_command	TurnOn	打开<friendlyname>风扇</friendlyname>
凉凉电视剧33岁时十里桃花片尾曲	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>凉凉</MUSIC_NAME>电视剧<MOVIE_TV_NAME>三生三世十里桃花</MOVIE_TV_NAME><MOVIE_TV_MUSIC_TYPE>片尾曲</MOVIE_TV_MUSIC_TYPE>
播放18岁	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>18岁</MUSIC_NAME>
打开华为盒子	home_command	TurnOn	打开<friendlyname>华为盒子</friendlyname>
小朋友老喜欢看电视怎么办	baike	BAIKE_QA_SEARCH	<BAIKE_ITERM>小朋友老喜欢看电视</BAIKE_ITERM>怎么办
小夜灯	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>小夜灯</BAIKE_ITERM>
关掉电灯	home_command	TurnOff	关掉<friendlyname>电灯</friendlyname>
我想看电视怎么办	home_command	TurnOn	我想看<friendlyname>电视</friendlyname>怎么办
九夜灯	music	MUSIC_GENERAL_PLAY	<SINGER>九夜灯</SINGER>
我打开电视	home_command	TurnOn	我打开<friendlyname>电视</friendlyname>
打开电脑插座	home_command	TurnOn	打开<friendlyname>电脑插座</friendlyname>
打开电视	home_command	TurnOn	打开<friendlyname>电视</friendlyname>
播放七妹	video	VIDEO_PLAY	播放<VIDEO_NAME>七妹</VIDEO_NAME>
问你不要把电视关掉	home_command	TurnOff	问你不要把<friendlyname>电视</friendlyname>关掉
关闭主卧	home_command	TurnOff	关闭<friendlyname>主卧</friendlyname>
窗帘儿	chat		
打开电视啊	home_command	TurnOn	打开<friendlyname>电视</friendlyname>啊
电视机顶盒12频道	home_command	SetTVChannel	<friendlyname>电视机顶盒</friendlyname><pro>12</pro>频道
送给空气质量怎么样	chat		
我们一起看电视	chat		
请播放投影电视机	home_command	TurnOn	请播放<friendlyname>投影电视机</friendlyname>
打开系统空调	home_command	TurnOn	打开<friendlyname>系统空调</friendlyname>
这色灯光	chat		
播放9277生气	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>9277</MUSIC_NAME><SINGER>深七</SINGER>
播放电视剧西游记歌曲	music	MUSIC_GENERAL_PLAY	播放电视剧<MOVIE_TV_NAME>西游记</MOVIE_TV_NAME>歌曲
浴缸排水	home_command	SetMode	<friendlyname>浴缸</friendlyname><pro>排水</pro>
开关空调	chat		
打开门口空调	home_command	TurnOn	打开门口<friendlyname>空调</friendlyname>
打开电饭锅	home_command	TurnOn	打开<friendlyname>电饭锅</friendlyname>
打开电视灯带	home_command	TurnOn	打开<friendlyname>电视灯带</friendlyname>
打开空调播放	home_command	TurnOn	打开<friendlyname>空调</friendlyname>播放
微风	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>微风</BAIKE_ITERM>
梦打开灯	home_command	TurnOn	梦打开<friendlyname>灯</friendlyname>
电视音量减五	home_command	AdjustDownVolume	<friendlyname>电视</friendlyname>音量减<pro>五</pro>
播放打开落地灯	home_command	TurnOn	播放打开<friendlyname>落地灯</friendlyname>
顶灯等灯	chat		
关闭影院	home_command	TurnOff	关闭<friendlyname>影院</friendlyname>
打开大房间空调	home_command	TurnOn	打开<friendlyname>大房间空调</friendlyname>
打开卧室的灯	home_command	TurnOn	打开<friendlyname>卧室的灯</friendlyname>
所有空气净化器打开	home_command	TurnOn	所有<friendlyname>空气净化器</friendlyname>打开
打开插座啊	home_command	TurnOn	打开<friendlyname>插座</friendlyname>啊
我把电视机关掉	home_command	TurnOff	我把<friendlyname>电视机</friendlyname>关掉
让你把机顶盒打开	home_command	TurnOn	让你把<friendlyname>机顶盒</friendlyname>打开
晚上风扇	chat		
关闭电脑	home_command	TurnOff	关闭<friendlyname>电脑</friendlyname>
对打开空调	home_command	TurnOn	对打开<friendlyname>空调</friendlyname>
我想看湖南卫视	video	VIDEO_PLAY	我想看<VIDEO_NAME>湖南卫视</VIDEO_NAME>
空调设置为	chat		
播放连电视连续剧封神榜第一集	video	VIDEO_PLAY	播放连电视<VIDEO_TYPE>连续剧</VIDEO_TYPE><VIDEO_NAME>封神榜第一集</VIDEO_NAME>
介绍一下智能电视	baike	BAIKE_ITEMS_SEARCH	介绍一下<BAIKE_ITERM>智能电视</BAIKE_ITERM>
把电视给我打开	home_command	TurnOn	把<friendlyname>电视</friendlyname>给我打开
快点儿把电视的	chat		
我们一起看电视好不好	chat		
打开空气净化器	home_command	TurnOn	打开<friendlyname>空气净化器</friendlyname>
打开浴霸六封	home_command	TurnOn	打开<friendlyname>浴霸</friendlyname>六封
放关闭卧室空调	home_command	TurnOff	放关闭<friendlyname>卧室空调</friendlyname>
暂停关闭空调贫血	chat		
请关闭电视	home_command	TurnOff	请关闭<friendlyname>电视</friendlyname>
打开小绿小绿	home_command	TurnOn	打开<friendlyname>小绿小绿</friendlyname>
射灯	chat		
三小时后关闭空调	alerts	ALART_ADD	<DURATION>三小时后</DURATION><ALART_EVENT>关闭空调</ALART_EVENT>
b客厅空调	chat		
把空调调到24度	home_command	AdjustDownTemperature	把<friendlyname>空调</friendlyname>调到<pro>24度</pro>
打开客厅电脑插座	home_command	TurnOn	打开客厅<friendlyname>电脑</friendlyname>插座
关闭投影仪	home_command	TurnOff	关闭<friendlyname>投影仪</friendlyname>
播放电视	home_command	TurnOn	播放<friendlyname>电视</friendlyname>
打开电视局	home_command	TurnOn	打开<friendlyname>电视机</friendlyname>
空调调到27度	home_command	AdjustUpTemperature	<friendlyname>空调</friendlyname>调到<pro>27</pro>度
帮我关电视	home_command	TurnOff	帮我关<friendlyname>电视</friendlyname>
打开电风扇设置为自扬中	home_command	SetMode	打开<friendlyname>电风扇</friendlyname>设置为自扬中
奥克斯空调风速设为静音	home_command	SetMute	<friendlyname>奥克斯空调</friendlyname>风速设为<pro>静音</pro>
嗯把电视关掉	home_command	TurnOff	嗯把<friendlyname>电视</friendlyname>关掉
你要看什么电视呢	video	VIDEO_PLAY	
把台灯电源打开	home_command	TurnOn	把<friendlyname>台灯电源</friendlyname>打开
打开3号灯	home_command	TurnOn	打开<friendlyname>3号灯</friendlyname>
打开客厅空调	home_command	TurnOn	打开<friendlyname>客厅空调</friendlyname>
最新电视剧	video	VIDEO_PLAY	最新<VIDEO_TYPE>电视剧</VIDEO_TYPE>
机顶盒音量调到25	home_command	SetVolume	<friendlyname>机顶盒</friendlyname>音量调到<pro>25</pro>
我想看29频道	home_command	SetTVChannel	我想看<pro>29频道</pro>
关闭所有电器	home_command	TurnOff	关闭所有<friendlyname>电器</friendlyname>
开点灯	home_command	TurnOn	开点<friendlyname>灯</friendlyname>
机顶盒调到浙江卫视	home_command	SetTVChannel	<friendlyname>机顶盒</friendlyname>调到浙江卫视
插座电源已经添加了	home_command	Query	
打开电视的连续剧	home_command	TurnOn	打开<friendlyname>电视</friendlyname>的连续剧
把夜灯关了	home_command	TurnOff	把<friendlyname>夜灯</friendlyname>关了
关灯喽	home_command	TurnOff	关<friendlyname>灯</friendlyname>哈喽
把电视开开	home_command	TurnOn	把<friendlyname>电视</friendlyname>开开
打开卧室空气净化器	home_command	TurnOn	打开<friendlyname>卧室空气净化器</friendlyname>
关台灯	home_command	TurnOff	关<friendlyname>台灯</friendlyname>
电视剧审神调侠侣	video	VIDEO_PLAY	<VIDEO_TYPE>电视剧</VIDEO_TYPE>审<VIDEO_NAME>神调侠侣</VIDEO_NAME>
早上乒乓电视回个电话	chat		
十点叫我开热水器	alerts	ALART_ADD	<TIME>十点</TIME>叫我<ALART_EVENT>开热水器</ALART_EVENT>
把机顶盒调到二台	home_command	SetTVChannel	把<friendlyname>机顶盒</friendlyname>调到二台
打开电视连续剧	home_command	TurnOn	打开<friendlyname>电视</friendlyname>连续剧
关闭关闭电视	home_command	TurnOff	关闭<friendlyname>电视</friendlyname>
打电视五分钟	home_command	SetMode	打开<friendlyname>电视</friendlyname>五分钟
空调温度调到23度	home_command	SetTemperature	<friendlyname>空调</friendlyname>温度调到<pro>23度</pro>
呼吸灯	home_command	TurnOn	<friendlyname>呼吸灯</friendlyname>
电视无信号怎么解决	chat		
打开电视机顶盒	home_command	TurnOn	打开<friendlyname>电视机顶盒</friendlyname>
嗯把空调关闭	home_command	TurnOff	嗯把<friendlyname>空调</friendlyname>关闭
小米空气净化器睡眠模式	home_command	SetMode	<friendlyname>小米空气净化器</friendlyname><pro>睡眠</pro>模式
你会关电风扇吗	chat		
把空调听	home_command	TurnOn	把<friendlyname>空调</friendlyname>听
这关闭机顶盒	home_command	TurnOff	这关闭<friendlyname>机顶盒</friendlyname>
这个电视啦	chat		
帮我关一下电视机	home_command	TurnOff	帮我关一下<friendlyname>电视机</friendlyname>
爸爸电视打开	home_command	TurnOn	爸爸<friendlyname>电视</friendlyname>打开
关闭一楼电视机	home_command	TurnOff	关闭<friendlyname>一楼电视机</friendlyname>
打开客厅空调病情到掉到25度	home_command	TurnOn	打开客厅<friendlyname>空调</friendlyname>病情到掉到<pro>25度</pro>
乌龟换一个酷龙电视	home_command	SetTVChannel	
把电视开启	home_command	TurnOn	把<friendlyname>电视</friendlyname>开启
我要看中央一套高清	home_command	SetTVChannel	
我想看二零三频道	home_command	SetTVChannel	我想看<pro>二零三频道</pro>
关掉灯	home_command	TurnOff	关掉<friendlyname>灯</friendlyname>
打开卧室插座	home_command	TurnOn	打开<friendlyname>卧室插座</friendlyname>
开启空调模式	home_command	SetMode	开启<friendlyname>空调</friendlyname>模式
开启闪灯	home_command	TurnOn	开启<friendlyname>闪灯</friendlyname>
关闭小灯	home_command	TurnOff	关闭<friendlyname>小灯</friendlyname>
冲马桶	home_command	SetMode	冲<friendlyname>马桶</friendlyname>
关闭花洒	home_command	TurnOff	关闭<friendlyname>花洒</friendlyname>
电视机顶盒加一	chat		
我把空调关掉	home_command	TurnOff	我把<friendlyname>空调</friendlyname>关掉
继续把电视关了	home_command	TurnOff	继续把<friendlyname>电视</friendlyname>关了
关闭主灯	home_command	TurnOff	关闭<friendlyname>主灯</friendlyname>
电视静音	home_command	SetMute	<friendlyname>电视</friendlyname>静音
你没有把空调关掉	home_command	TurnOff	你没有把<friendlyname>空调</friendlyname>关掉
左边一个火右边一个烧卖一边又上了一个日语	chat		
播放电视剧八三版西游记	video	VIDEO_PLAY	播放<VIDEO_TYPE>电视剧</VIDEO_TYPE>八三版<VIDEO_NAME>西游记</VIDEO_NAME>
把客厅空调关上	home_command	TurnOff	把<friendlyname>客厅空调</friendlyname>关上
夜灯颜色	chat		
关闭灯	home_command	TurnOff	关闭<friendlyname>灯</friendlyname>
风扇	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>风扇</MUSIC_NAME>
把台灯打亮	home_command	TurnOn	把<friendlyname>台灯</friendlyname>打亮
我走了	chat		
他开空调开开空调	home_command	TurnOn	打开<friendlyname>空调</friendlyname>
关掉空调	home_command	TurnOff	
开卧室空调	home_command	TurnOn	开<friendlyname>卧室空调</friendlyname>
请你把电视机打开	home_command	TurnOn	请你把<friendlyname>电视机</friendlyname>打开
